-h- -k- -l- -ksi- psi-  -2theta- [   -omega-   -phi-    -chi-    ]

1 2 3 45 -psi-  11.9814

8.44153; 148.378; 47.6021 
-171.558; -31.6216; -47.6021 
9.79379; 147.416; 47.6104 
-170.206; -32.5842; -47.6104 
11.1453; 146.454; 47.6356 
-168.855; -33.546; -47.6356 
12.4953; 145.494; 47.6775 
-167.505; -34.5062; -47.6775 
13.8432; 144.536; 47.7361 
-166.157; -35.464; -47.7361 
15.188; 143.581; 47.8113 
-164.812; -36.4187; -47.8113 
16.5293; 142.63; 47.9031 
-163.471; -37.3695; -47.9031 
17.8662; 141.684; 48.0113 
-162.134; -38.3157; -48.0113 
19.198; 140.744; 48.1359 
-160.802; -39.2565; -48.1359 
20.5242; 139.809; 48.2767 
-159.476; -40.1912; -48.2767 
21.8441; 138.881; 48.4335 
-158.156; -41.1191; -48.4335 
23.1571; 137.96; 48.6062 
-156.843; -42.0397; -48.6062 
24.4626; 137.048; 48.7946 
-155.537; -42.9522; -48.7946 
25.7601; 136.144; 48.9986 
-154.24; -43.856; -48.9986 
27.049; 135.249; 49.2178 
-152.951; -44.7506; -49.2178 
28.3289; 134.364; 49.4522 
-151.671; -45.6355; -49.4522 
29.5993; 133.49; 49.7014 
-150.401; -46.5101; -49.7014 
30.8597; 132.626; 49.9653 
-149.14; -47.374; -49.9653 
32.1099; 131.773; 50.2436 
-147.89; -48.2267; -50.2436 
33.3495; 130.932; 50.5361 
-146.651; -49.0679; -50.5361 
34.5781; 130.103; 50.8424 
-145.422; -49.8971; -50.8424 
35.7954; 129.286; 51.1623 
-144.205; -50.714; -51.1623 
37.0012; 128.482; 51.4956 
-142.999; -51.5183; -51.4956 
38.1954; 127.69; 51.842 
-141.805; -52.3098; -51.842 
39.3776; 126.912; 52.2012 
-140.622; -53.0882; -52.2012 
40.5478; 126.147; 52.5729 
-139.452; -53.8532; -52.5729 
41.7058; 125.395; 52.9568 
-138.294; -54.6048; -52.9568 
42.8516; 124.657; 53.3527 
-137.148; -55.3427; -53.3527 
43.985; 123.933; 53.7603 
-136.015; -56.0669; -53.7603 
45.1061; 123.223; 54.1792 
-134.894; -56.7771; -54.1792 
46.2147; 122.527; 54.6092 
-133.785; -57.4735; -54.6092 
47.311; 121.844; 55.0501 
-132.689; -58.1558; -55.0501 
48.395; 121.176; 55.5014 
-131.605; -58.8241; -55.5014 
49.4666; 120.522; 55.963 
-130.533; -59.4784; -55.963 
50.526; 119.881; 56.4346 
-129.474; -60.1186; -56.4346 
51.5733; 119.255; 56.9159 
-128.427; -60.7448; -56.9159 
52.6086; 118.643; 57.4067 
-127.391; -61.3571; -57.4067 
53.632; 118.045; 57.9066 
-126.368; -61.9554; -57.9066 
54.6436; 117.46; 58.4154 
-125.356; -62.5399; -58.4154 
55.6436; 116.889; 58.9328 
-124.356; -63.1107; -58.9328 
56.6322; 116.332; 59.4586 
-123.368; -63.6678; -59.4586 
57.6094; 115.789; 59.9925 
-122.391; -64.2113; -59.9925 
58.5756; 115.259; 60.5344 
-121.424; -64.7414; -60.5344 
59.5309; 114.742; 61.0838 
-120.469; -65.2582; -61.0838 
60.4755; 114.238; 61.6407 
-119.524; -65.7618; -61.6407 
61.4097; 113.748; 62.2047 
-118.59; -66.2523; -62.2047 
62.3335; 113.27; 62.7757 
-117.666; -66.7299; -62.7757 
63.2473; 112.805; 63.3534 
-116.753; -67.1947; -63.3534 
64.1513; 112.353; 63.9376 
-115.849; -67.6468; -63.9376 
65.0457; 111.914; 64.5281 
-114.954; -68.0865; -64.5281 
65.9307; 111.486; 65.1247 
-114.069; -68.5138; -65.1247 
66.8066; 111.071; 65.7271 
-113.193; -68.9289; -65.7271 
67.6736; 110.668; 66.3352 
-112.326; -69.3319; -66.3352 
68.5319; 110.277; 66.9488 
-111.468; -69.7231; -66.9488 
69.3818; 109.897; 67.5677 
-110.618; -70.1025; -67.5677 
70.2236; 109.53; 68.1916 
-109.776; -70.4703; -68.1916 
71.0574; 109.173; 68.8205 
-108.943; -70.8267; -68.8205 
71.8836; 108.828; 69.4542 
-108.116; -71.1718; -69.4542 
72.7023; 108.494; 70.0923 
-107.298; -71.5057; -70.0923 
73.5138; 108.171; 70.7349 
-106.486; -71.8285; -70.7349 
74.3183; 107.859; 71.3817 
-105.682; -72.1405; -71.3817 
75.1161; 107.558; 72.0326 
-104.884; -72.4418; -72.0326 
75.9075; 107.268; 72.6873 
-104.093; -72.7325; -72.6873 
76.6925; 106.987; 73.3459 
-103.307; -73.0126; -73.3459 
77.4716; 106.718; 74.008 
-102.528; -73.2824; -74.008 
78.245; 106.458; 74.6735 
-101.755; -73.542; -74.6735 
79.0127; 106.209; 75.3424 
-100.987; -73.7915; -75.3424 
79.7752; 105.969; 76.0144 
-100.225; -74.0309; -76.0144 
80.5327; 105.739; 76.6894 
-99.4673; -74.2605; -76.6894 
81.2852; 105.52; 77.3674 
-98.7148; -74.4803; -77.3674 
82.0332; 105.31; 78.048 
-97.9668; -74.6904; -78.048 
82.7768; 105.109; 78.7313 
-97.2232; -74.8909; -78.7313 
83.5163; 104.918; 79.4171 
-96.4837; -75.0819; -79.4171 
84.2518; 104.737; 80.1052 
-95.7482; -75.2635; -80.1052 
84.9836; 104.564; 80.7955 
-95.0164; -75.4357; -80.7955 
85.712; 104.401; 81.488 
-94.288; -75.5987; -81.488 
86.4371; 104.247; 82.1824 
-93.5629; -75.7525; -82.1824 
87.1592; 104.103; 82.8788 
-92.8408; -75.8972; -82.8788 
87.8784; 103.967; 83.5768 
-92.1216; -76.0329; -83.5768 
88.5951; 103.84; 84.2765 
-91.4049; -76.1596; -84.2765 
89.3094; 103.723; 84.9777 
-90.6906; -76.2773; -84.9777 
90.0215; 103.614; 85.6804 
-89.9785; -76.3861; -85.6804 
90.7316; 103.514; 86.3843 
-89.2684; -76.4861; -86.3843 
91.4401; 103.423; 87.0894 
-88.5599; -76.5773; -87.0894 
92.147; 103.34; 87.7955 
-87.853; -76.6597; -87.7955 
92.8527; 103.267; 88.5026 
-87.1473; -76.7333; -88.5026 
93.5572; 103.202; 89.2106 
-86.4428; -76.7982; -89.2106 
94.2609; 103.146; 89.9193 
-85.7391; -76.8544; -89.9193 
94.9639; 103.098; 90.6287 
-85.0361; -76.9019; -90.6287 
95.6665; 103.059; 91.3386 
-84.3335; -76.9406; -91.3386 
96.3689; 103.029; 92.0489 
-83.6311; -76.9707; -92.0489 
97.0712; 103.008; 92.7595 
-82.9288; -76.9921; -92.7595 
97.7738; 102.995; 93.4703 
-82.2262; -77.0048; -93.4703 
98.4768; 102.991; 94.1813 
-81.5232; -77.0087; -94.1813 
99.1804; 102.996; 94.8922 
-80.8196; -77.0039; -94.8922 
99.8849; 103.01; 95.603 
-80.1151; -76.9903; -95.603 
100.59; 103.032; 96.3136 
-79.4095; -76.9679; -96.3136 
101.297; 103.063; 97.0239 
-78.7026; -76.9366; -97.0239 
102.006; 103.104; 97.7337 
-77.9942; -76.8965; -97.7337 
102.716; 103.153; 98.443 
-77.2841; -76.8474; -98.443 
103.428; 103.211; 99.1516 
-76.5719; -76.7893; -99.1516 
104.142; 103.278; 99.8595 
-75.8576; -76.7222; -99.8595 
104.859; 103.354; 100.566 
-75.1408; -76.6459; -100.566 
105.579; 103.44; 101.272 
-74.4214; -76.5605; -101.272 
106.301; 103.534; 101.977 
-73.699; -76.4658; -101.977 
107.026; 103.638; 102.681 
-72.9735; -76.3617; -102.681 
107.755; 103.752; 103.383 
-72.2447; -76.2482; -103.383 
108.488; 103.875; 104.084 
-71.5122; -76.1251; -104.084 
109.224; 104.008; 104.783 
-70.7759; -75.9924; -104.783 
109.965; 104.15; 105.481 
-70.0354; -75.85; -105.481 
110.709; 104.302; 106.176 
-69.2906; -75.6976; -106.176 
111.459; 104.465; 106.87 
-68.5412; -75.5353; -106.87 
112.213; 104.637; 107.562 
-67.7869; -75.3629; -107.562 
112.972; 104.82; 108.251 
-67.0275; -75.1803; -108.251 
113.737; 105.013; 108.938 
-66.2627; -74.9872; -108.938 
114.508; 105.216; 109.623 
-65.4922; -74.7836; -109.623 
115.284; 105.431; 110.304 
-64.7158; -74.5694; -110.304 
116.067; 105.656; 110.983 
-63.9332; -74.3443; -110.983 
116.856; 105.892; 111.66 
-63.1441; -74.1082; -111.66 
117.652; 106.139; 112.332 
-62.3483; -73.861; -112.332 
118.455; 106.398; 113.002 
-61.5454; -73.6024; -113.002 
119.265; 106.668; 113.668 
-60.7351; -73.3323; -113.668 
120.083; 106.95; 114.331 
-59.9172; -73.0504; -114.331 
120.909; 107.243; 114.99 
-59.0914; -72.7567; -114.99 
121.743; 107.549; 115.645 
-58.2574; -72.4509; -115.645 
122.585; 107.867; 116.296 
-57.4148; -72.1327; -116.296 
123.437; 108.198; 116.943 
-56.5634; -71.8021; -116.943 
124.297; 108.541; 117.585 
-55.7028; -71.4587; -117.585 
125.167; 108.898; 118.222 
-54.8328; -71.1024; -118.222 
126.047; 109.267; 118.855 
-53.953; -70.7329; -118.855 
126.937; 109.65; 119.482 
-53.0632; -70.35; -119.482 
127.837; 110.046; 120.104 
-52.1629; -69.9535; -120.104 
128.748; 110.457; 120.721 
-51.2519; -69.5432; -120.721 
129.67; 110.881; 121.332 
-50.3299; -69.1188; -121.332 
130.603; 111.32; 121.937 
-49.3966; -68.6801; -121.937 
131.548; 111.773; 122.535 
-48.4516; -68.2268; -122.535 
132.505; 112.241; 123.127 
-47.4945; -67.7588; -123.127 
133.475; 112.724; 123.713 
-46.5252; -67.2757; -123.713 
134.457; 113.223; 124.292 
