-h- -k- -l- -ksi- psi-  -2theta- [   -omega-   -phi-    -chi-    ]

1 2 3 -ksi- 45  11.9814

91.8731; 61.2888; 45.074 
-88.1269; -118.711; -45.074 
90.8866; 62.6879; 45.154 
-89.1134; -117.312; -45.154 
89.9064; 64.0828; 45.251 
-90.0936; -115.917; -45.251 
88.9335; 65.4726; 45.3649 
-91.0665; -114.527; -45.3649 
87.9686; 66.8565; 45.4956 
-92.0314; -113.143; -45.4956 
87.0126; 68.2338; 45.6429 
-92.9874; -111.766; -45.6429 
86.0662; 69.6039; 45.8067 
-93.9338; -110.396; -45.8067 
85.1302; 70.9659; 45.9868 
-94.8698; -109.034; -45.9868 
84.2053; 72.3192; 46.1829 
-95.7947; -107.681; -46.1829 
83.2921; 73.6633; 46.3949 
-96.7079; -106.337; -46.3949 
82.3914; 74.9976; 46.6225 
-97.6086; -105.002; -46.6225 
81.5037; 76.3216; 46.8655 
-98.4963; -103.678; -46.8655 
80.6296; 77.6346; 47.1237 
-99.3704; -102.365; -47.1237 
79.7697; 78.9364; 47.3967 
-100.23; -101.064; -47.3967 
78.9244; 80.2264; 47.6843 
-101.076; -99.7736; -47.6843 
78.0942; 81.5044; 47.9862 
-101.906; -98.4956; -47.9862 
77.2796; 82.7699; 48.3021 
-102.72; -97.2301; -48.3021 
76.4809; 84.0227; 48.6317 
-103.519; -95.9773; -48.6317 
75.6986; 85.2626; 48.9748 
-104.301; -94.7374; -48.9748 
74.9328; 86.4893; 49.331 
-105.067; -93.5107; -49.331 
74.184; 87.7026; 49.7 
-105.816; -92.2974; -49.7 
73.4524; 88.9024; 50.0815 
-106.548; -91.0976; -50.0815 
72.7382; 90.0886; 50.4753 
-107.262; -89.9114; -50.4753 
72.0416; 91.2612; 50.8808 
-107.958; -88.7388; -50.8808 
71.3628; 92.42; 51.298 
-108.637; -87.58; -51.298 
70.7021; 93.5651; 51.7264 
-109.298; -86.4349; -51.7264 
70.0594; 94.6964; 52.1658 
-109.941; -85.3036; -52.1658 
69.435; 95.8141; 52.6158 
-110.565; -84.1859; -52.6158 
68.8289; 96.9181; 53.0761 
-111.171; -83.0819; -53.0761 
68.2413; 98.0086; 53.5465 
-111.759; -81.9914; -53.5465 
67.6722; 99.0857; 54.0266 
-112.328; -80.9143; -54.0266 
67.1216; 100.15; 54.5162 
-112.878; -79.8505; -54.5162 
66.5898; 101.2; 55.0149 
-113.41; -78.7999; -55.0149 
